symbol	entrez	ensembl	uniprot
PYCARD	29108	ENSG00000103490	Q9ULZ3
FAM102A	399665	ENSG00000167106	Q5T9C2
PCSK7	9159	ENSG00000160613	
EXOC3	11336	ENSG00000180104	O60645
SMPD1	6609	ENSG00000166311	P17405
PYCARD	29108	ENSG00000103490	
CSRNP3	80034	ENSG00000178662	
SMPD1	6609	ENSG00000166311	
C9orf129	445577	ENSG00000204352	Q5T035
CD8A	925	ENSG00000153563	
EXOC3	11336	ENSG00000180104	
RASSF7	8045	ENSG00000273859	Q02833
BTK	695	ENSG00000010671	
CYP4B1	1580	ENSG00000142973	
TRIM72	493829	ENSG00000177238	Q6ZMU5
ZBTB6	10773	ENSG00000186130	Q15916
CSRNP3	80034	ENSG00000178662	Q8WYN3
TTC39B	158219	ENSG00000155158	Q5VTQ0
DCSTAMP	81501	ENSG00000164935	Q9H295
USP54	159195	ENSG00000166348	Q70EL1
DNAJC1	64215	ENSG00000136770	Q96KC8
NPM2	10361	ENSG00000158806	Q86SE8
MDGA2	161357	ENSG00000139915	Q7Z553
DNAJC1	64215	ENSG00000136770	
PYDC1	260434	ENSG00000169900	Q8WXC3
LMO7	4008	ENSG00000136153	
GAPT	202309	ENSG00000175857	
ZBTB26	57684	ENSG00000171448	Q9HCK0
GPER1	2852	ENSG00000164850	Q99527
GAPT	202309	ENSG00000175857	Q8N292
GPER1	2852	ENSG00000164850	
MDGA2	161357	ENSG00000139915	
GPR21		ENSG00000188394	Q99679
OR52I1	390037	ENSG00000232268	Q8NGK6
FOXD4L5	653427	ENSG00000204779	Q5VV16
OR52I1	390037	ENSG00000232268	
AC005324.4		ENSG00000255104	
TTC39B	158219	ENSG00000155158	
MYH11	4629	ENSG00000276480	P35749
FSD1L	83856	ENSG00000106701	
FSD1L	83856	ENSG00000106701	Q9BXM9
HRAS	3265	ENSG00000276536	P01112
DCUN1D5	84259	ENSG00000137692	
LRRC66	339977	ENSG00000188993	Q68CR7
YKT6	10652	ENSG00000106636	O15498
DCUN1D5	84259	ENSG00000137692	Q9BTE7
TBC1D26	353149	ENSG00000214946	
MUC2	4583	ENSG00000198788	
HRAS	3265	ENSG00000276536	
TAGLN	6876	ENSG00000149591	Q01995
LRP12	29967	ENSG00000147650	
LRP12	29967	ENSG00000147650	Q9Y561
YKT6	10652	ENSG00000106636	
TAGLN	6876	ENSG00000149591	
CAD	790	ENSG00000084774	P27708
ANO1	55107	ENSG00000131620	Q5XXA6
CBX7	23492	ENSG00000100307	O95931
ANO1	55107	ENSG00000131620	
CAD	790	ENSG00000084774	
C7orf50	84310	ENSG00000146540	Q9BRJ6
CBX7	23492	ENSG00000100307	
C7orf50	84310	ENSG00000146540	
RAB8B	51762	ENSG00000166128	Q92930
RABGAP1	2844	ENSG00000011454	Q9Y3P9
RABGAP1	23637	ENSG00000011454	Q9Y3P9
ACACB	32	ENSG00000076555	O00763
ACACB	32	ENSG00000076555	
KCNIP2	30819	ENSG00000120049	Q9NS61
RAB8B	51762	ENSG00000166128	
GPR146	115330	ENSG00000164849	Q96CH1
C10orf143	387723	ENSG00000237489	
TPM3	7170	ENSG00000143549	
C10orf143	387723	ENSG00000237489	A0A1B0GUT2
LRRC56	115399	ENSG00000273831	
GPR146	115330	ENSG00000164849	
EDN1	1906	ENSG00000078401	P05305
SKIV2L	6499	ENSG00000225737	Q15477
KIR2DL3	3804	ENSG00000276590	P43628
ABCF1	23	ENSG00000236149	Q8NE71
PRUNE1	58497	ENSG00000143363	
TBC1D26	353149	ENSG00000214946	Q86UD7
UCHL3	7347	ENSG00000118939	P15374
ABCF1	23	ENSG00000236149	
UCHL3	7347	ENSG00000118939	
ODAM	54959	ENSG00000109205	A1E959
RABGAP1	2844	ENSG00000011454	
RABGAP1	23637	ENSG00000011454	
ODAM	54959	ENSG00000109205	
KRT5	3852	ENSG00000186081	P13647
KCNIP2	30819	ENSG00000120049	
NDE1	54820	ENSG00000275911	Q9NXR1
KRT5	3852	ENSG00000186081	
NDE1	54820	ENSG00000275911	
ITFG1	81533	ENSG00000129636	Q8TB96
KIF23	9493	ENSG00000137807	Q02241
LMNTD2	256329	ENSG00000275873	Q8IXW0
LOXHD1	125336	ENSG00000167210	Q8IVV2
LMNTD2	256329	ENSG00000275873	
LAMA3	3909	ENSG00000053747	Q16787
LAMA3	3909	ENSG00000053747	
PRKCD	5580	ENSG00000163932	Q05655
B3GAT3	26229	ENSG00000149541	O94766
ITFG1	81533	ENSG00000129636	
C12orf43	64897	ENSG00000157895	Q96C57
B3GAT3	26229	ENSG00000149541	
CD86	942	ENSG00000114013	P42081
KIR3DL3	115653	ENSG00000274786	
PRUNE1	58497	ENSG00000143363	Q86TP1
MYH13	8735	ENSG00000006788	Q9UKX3
C12orf43	64897	ENSG00000157895	
SKIV2L	6499	ENSG00000225737	
TIGD5	84948	ENSG00000278016	Q53EQ6
TMEM186	25880	ENSG00000184857	Q96B77
NIFK	84365	ENSG00000155438	Q9BYG3
SNX7	51375	ENSG00000162627	
NIFK	84365	ENSG00000155438	
PAXX	286257	ENSG00000148362	Q9BUH6
EEF2K	29904	ENSG00000103319	O00418
SNX7	51375	ENSG00000162627	Q9UNH6
CDH2	1000	ENSG00000170558	P19022
EEF2K	29904	ENSG00000103319	
DEPP1	11067	ENSG00000165507	Q9NTK1
TRIM27	5987	ENSG00000237071	P14373
CDH2	1000	ENSG00000170558	
DEPP1	11067	ENSG00000165507	
KIF23	9493	ENSG00000137807	
TMEM163	81615	ENSG00000152128	Q8TC26
TRIM27	5987	ENSG00000237071	
BANF2	140836	ENSG00000125888	Q9H503
PTGR1	22949	ENSG00000106853	Q14914
BPI	671	ENSG00000101425	
CD86	942	ENSG00000114013	
PTGR1	22949	ENSG00000106853	
THBS4	7060	ENSG00000113296	P35443
TMEM72	643236	ENSG00000187783	A0PK05
THBS4	7060	ENSG00000113296	
LOXHD1	125336	ENSG00000167210	
BPI	671	ENSG00000101425	P17213
BANF2	140836	ENSG00000125888	
ZNF862	643641	ENSG00000106479	O60290
DNASE1L3	1776	ENSG00000163687	Q13609
ZNF862	643641	ENSG00000106479	
RAB3C	115827	ENSG00000152932	Q96E17
XBP1	7494	ENSG00000100219	P17861
XBP1	7494	ENSG00000100219	
DNASE1L3	1776	ENSG00000163687	
CCPG1	9236	ENSG00000260916	
CEP152	22995	ENSG00000103995	
KIAA1755	85449	ENSG00000149633	Q5JYT7
PLPPR5	163404	ENSG00000117598	Q32ZL2
KIAA1755	85449	ENSG00000149633	
FAM9B	171483	ENSG00000177138	Q8IZU0
PLPPR5	163404	ENSG00000117598	
CCDC148	130940	ENSG00000153237	Q8NFR7
ADGRL3	23284	ENSG00000150471	Q9HAR2
TMEM222	84065	ENSG00000186501	Q9H0R3
TBXAS1	6916	ENSG00000059377	P24557
CCDC148	130940	ENSG00000153237	
HABP2	3026	ENSG00000148702	Q14520
PXT1	222659	ENSG00000179165	Q8NFP0
SPAG8	26206	ENSG00000137098	Q99932
PXT1	222659	ENSG00000179165	
ADGRL3	23284	ENSG00000150471	
KIR3DL2	3812	ENSG00000278758	
SPAG8	26206	ENSG00000137098	
ZNF483	158399	ENSG00000173258	Q8TF39
HES3	390992	ENSG00000173673	Q5TGS1
OMP	4975	ENSG00000254550	P47874
ZNF483	158399	ENSG00000173258	
HMX1	3166	ENSG00000215612	
METTL3	56339	ENSG00000165819	
TMEM222	84065	ENSG00000186501	
PAQR5	54852	ENSG00000137819	Q9NXK6
PAQR5	54852	ENSG00000137819	
HMX1	3166	ENSG00000215612	Q9NP08
CYP4B1	1580	ENSG00000142973	P13584
SKIV2L	6499	ENSG00000204351	Q15477
RASSF4	83937	ENSG00000107551	Q9H2L5
SGCB	6443	ENSG00000163069	Q16585
RASSF4	83937	ENSG00000107551	
SGCB	6443	ENSG00000163069	
GU182359.7		ENSG00000277193	
GU182359.4		ENSG00000276392	
GPR153	387509	ENSG00000158292	Q6NV75
METTL3	56339	ENSG00000165819	Q86U44
GSTZ1	2954	ENSG00000100577	
ZNF277	11179	ENSG00000198839	Q9NRM2
SLC25A26	115286	ENSG00000144741	Q70HW3
N4BP2L1	90634	ENSG00000139597	Q5TBK1
ZNF277	11179	ENSG00000198839	
DIO3	1735	ENSG00000197406	P55073
NELFE	7936	ENSG00000231044	P18615
TBXAS1	6916	ENSG00000059377	
SLC25A26	115286	ENSG00000144741	
KAT2B	8850	ENSG00000114166	Q92831
N4BP2L1	90634	ENSG00000139597	
ACOX3	8310	ENSG00000087008	O15254
PDZK1IP1	10158	ENSG00000162366	Q13113
CCPG1	9236	ENSG00000260916	Q9ULG6
UMPS	7372	ENSG00000114491	P11172
GSTZ1	2954	ENSG00000100577	O43708
OFD1	8481	ENSG00000046651	O75665
AIFM2	84883	ENSG00000042286	Q9BRQ8
ACOX3	8310	ENSG00000087008	
RAB2B	84932	ENSG00000129472	Q8WUD1
RAB2B	84932	ENSG00000129472	
NPR2	4882	ENSG00000159899	P20594
FBXO15	201456	ENSG00000141665	
PIGB	9488	ENSG00000069943	
ETV7	51513	ENSG00000010030	Q9Y603
HNF1A	6927	ENSG00000135100	
CD8B	926	ENSG00000172116	P10966
OFD1	8481	ENSG00000046651	
AIF1	199	ENSG00000237727	P55008
FBXO15	201456	ENSG00000141665	Q8NCQ5
GU182359.6		ENSG00000276498	
NPR2	4882	ENSG00000159899	
RTCB	51493	ENSG00000100220	Q9Y3I0
ZFPM2	23414	ENSG00000169946	Q8WW38
TRMT44	152992	ENSG00000155275	Q8IYL2
AIF1	199	ENSG00000237727	
CD8B	926	ENSG00000172116	
TRAK1	22906	ENSG00000182606	
PIGB	9488	ENSG00000069943	Q92521
GU182359.3		ENSG00000275421	
RREB1	6239	ENSG00000124782	Q92766
MACROH2A2	55506	ENSG00000099284	Q9P0M6
NELFE	7936	ENSG00000231044	
MACROH2A2	55506	ENSG00000099284	
CDKL4	344387	ENSG00000205111	
TRMT44	152992	ENSG00000155275	
TRAK1	22906	ENSG00000182606	Q9UPV9
RREB1	6239	ENSG00000124782	
PIGBOS1	101928527	ENSG00000225973	A0A0B4J2F0
MASP1	5648	ENSG00000127241	P48740
ZFPM2	23414	ENSG00000169946	
PIGBOS1	101928527	ENSG00000225973	
TOX4	9878	ENSG00000092203	
HIPK2	28996	ENSG00000064393	Q9H2X6
PLGLB1	5343	ENSG00000183281	Q02325
UBL4B	164153	ENSG00000186150	Q8N7F7
EBLN1	340900	ENSG00000223601	P0CF75
SKIV2L	6499	ENSG00000204351	
GOLGA6L1	283767	ENSG00000275009	Q8N7Z2
FECH	2235	ENSG00000066926	P22830
PLGLB1	5343	ENSG00000183281	
HIPK2	28996	ENSG00000064393	
PTPN6	5777	ENSG00000111679	
MASP1	5648	ENSG00000127241	
CDKL4	344387	ENSG00000205111	Q5MAI5
DNAAF4	161582	ENSG00000256061	
CEP152	22995	ENSG00000103995	O94986
BMP4	652	ENSG00000125378	P12644
BMP4	652	ENSG00000125378	
FECH	2235	ENSG00000066926	
TAL1	6886	ENSG00000162367	P17542
TOX4	9878	ENSG00000092203	O94842
HPS1	3257	ENSG00000107521	Q92902
PAQR7	164091	ENSG00000182749	Q86WK9
LY6E	4061	ENSG00000160932	
RGPD1	400966	ENSG00000187627	
FAM13A	10144	ENSG00000138640	O94988
DNAAF4	161582	ENSG00000256061	Q8WXU2
FOXJ2	55810	ENSG00000065970	Q9P0K8
KCTD20	222658	ENSG00000112078	Q7Z5Y7
KCTD20	222658	ENSG00000112078	
SENP5	205564	ENSG00000119231	Q96HI0
CD27	939	ENSG00000139193	P26842
PHETA2	150368	ENSG00000177096	Q6ICB4
PHETA2	150368	ENSG00000177096	
TCL1A	8115	ENSG00000100721	P56279
GUCY2D	3000	ENSG00000132518	Q02846
SENP5	205564	ENSG00000119231	
TCL1A	8115	ENSG00000100721	
N4BP2L2	10443	ENSG00000244754	
NCAPD2	9918	ENSG00000010292	Q15021
TYSND1	219743	ENSG00000156521	Q2T9J0
NCAPD2	9918	ENSG00000010292	
ADRM1	11047	ENSG00000130706	Q16186
ADRM1	11047	ENSG00000130706	
ABAT	18	ENSG00000183044	P80404
SMDT1	91689	ENSG00000183172	
LRIG1	26018	ENSG00000144749	Q96JA1
ABAT	18	ENSG00000183044	
GLA	2717	ENSG00000102393	
CAPN5	726	ENSG00000149260	O15484
CLMP	79827	ENSG00000166250	Q9H6B4
SMDT1	91689	ENSG00000183172	Q9H4I9
AMN1	196394	ENSG00000151743	Q8IY45
KIR2DL4	3805	ENSG00000277355	
PLAAT2	54979	ENSG00000133328	Q9NWW9
CAPN5	726	ENSG00000149260	
UMPS	7372	ENSG00000114491	
RGPD1	400966	ENSG00000187627	P0DJD0
GLA	2717	ENSG00000102393	P06280
ABHD6	57406	ENSG00000163686	Q9BV23
BCAN	63827	ENSG00000132692	
ABHD6	57406	ENSG00000163686	
PLAAT3	11145	ENSG00000176485	P53816
PLAAT3	11145	ENSG00000176485	
HPS1	3257	ENSG00000107521	
RPL36A-HNRNPH2	100529097	ENSG00000257529	
N4BP2L2	10443	ENSG00000244754	Q92802
AMN1	196394	ENSG00000151743	
TLX2	3196	ENSG00000115297	O43763
ATL3	25923	ENSG00000184743	Q6DD88
TLX2	3196	ENSG00000115297	
LY6E	4061	ENSG00000160932	Q16553
PTPN6	5777	ENSG00000111679	P29350
PMM2	5373	ENSG00000140650	
CCNT2	905	ENSG00000082258	
ATL3	25923	ENSG00000184743	
PSMD10	5716	ENSG00000101843	O75832
FAM13A	10144	ENSG00000138640	
ABCC2	1244	ENSG00000023839	
PSMD10	5716	ENSG00000101843	
MRPL51	51258	ENSG00000111639	Q4U2R6
RPL36A	6173	ENSG00000241343	
RPL36A	6173	ENSG00000241343	P83881
ETFBKMT	254013	ENSG00000139160	Q8IXQ9
BCAN	63827	ENSG00000132692	Q96GW7
CCNT2	905	ENSG00000082258	O60583
ETFBKMT	254013	ENSG00000139160	
VAMP1	6843	ENSG00000139190	P23763
HNRNPH2	3188	ENSG00000126945	P55795
PRR5	55615	ENSG00000186654	
MRPL51	51258	ENSG00000111639	
RAB27A	5873	ENSG00000069974	P51159
AIPL1	23746	ENSG00000129221	
PMM2	5373	ENSG00000140650	O15305
HNF1A	6927	ENSG00000135100	P20823
RAD51AP1	10635	ENSG00000111247	
ARHGAP17	55114	ENSG00000140750	Q68EM7
RAB27A	5873	ENSG00000069974	
ATP6V0E2	155066	ENSG00000171130	
VAMP1	6843	ENSG00000139190	
ANKRD36B	57730	ENSG00000196912	Q8N2N9
ATP6V0E2	155066	ENSG00000171130	Q8NHE4
LAMA5	3911	ENSG00000130702	O15230
ARHGAP17	55114	ENSG00000140750	
C15orf65	145788	ENSG00000261652	H3BRN8
TCF20	6942	ENSG00000276461	Q9UGU0
TCF20	6942	ENSG00000276461	
ANKRD36B	57730	ENSG00000196912	
LAMA5	3911	ENSG00000130702	
ACMSD	130013	ENSG00000153086	Q8TDX5
SLC39A7	7922	ENSG00000226614	
PRR5	55615	ENSG00000186654	P85299
OCA2	4948	ENSG00000104044	Q04671
GPX1	2876	ENSG00000233276	P07203
ACMSD	130013	ENSG00000153086	
OCA2	4948	ENSG00000104044	
ABCC2	1244	ENSG00000023839	Q92887
GPX1	2876	ENSG00000233276	
USP17L15	100288520	ENSG00000223569	C9J2P7
SESTD1	91404	ENSG00000187231	Q86VW0
USP17L15	100288520	ENSG00000223569	
TAPBPL	55080	ENSG00000139192	
CDK2	1017	ENSG00000123374	P24941
SESTD1	91404	ENSG00000187231	
USP17L13	100287238	ENSG00000232399	C9JLJ4
MYF6	4618	ENSG00000111046	P23409
SLC39A7	7922	ENSG00000226614	Q92504
USP17L13	100287238	ENSG00000232399	
USP17L20	100287441	ENSG00000250745	D6RJB6
TAPBPL	55080	ENSG00000139192	Q9BX59
CD47	961	ENSG00000196776	Q08722
STK17A	9263	ENSG00000164543	Q9UEE5
USP17L20	100287441	ENSG00000250745	
USP17L25	728373	ENSG00000230430	Q0WX57
PLPPR4	9890	ENSG00000117600	Q7Z2D5
PLPPR4	9890	ENSG00000117600	
CDK2	1017	ENSG00000123374	
BAIAP2L1	55971	ENSG00000006453	Q9UHR4
CD47	961	ENSG00000196776	
RPP14	11102	ENSG00000163684	O95059
USP17L25	728373	ENSG00000230430	
CLASP1	23332	ENSG00000074054	Q7Z460
FAM90A26	100287045	ENSG00000229924	D6RGX4
USP17L29	728405	ENSG00000231637	Q0WX57
USP17L5	728386	ENSG00000227140	A8MUK1
USP17L21	100287478	ENSG00000249811	D6R901
AL139011.2		ENSG00000258465	
BRI3	25798	ENSG00000164713	
USP17L21	100287478	ENSG00000249811	
USP17L22	100287513	ENSG00000248933	D6RA61
BRI3	25798	ENSG00000164713	O95415
SLC6A17	388662	ENSG00000197106	Q9H1V8
TRAPPC12	51112	ENSG00000274891	
HTD2	109703458	ENSG00000255154	
C1orf194	127003	ENSG00000179902	Q5T5A4
SFTPA1	653509	ENSG00000122852	Q8IWL2
USP17L22	100287513	ENSG00000248933	
USP17L10	100287144	ENSG00000231396	C9JJH3
C1orf194	127003	ENSG00000179902	
TMSB4Y	9087	ENSG00000154620	O14604
NELFE	7936	ENSG00000204356	P18615
ADI1	55256	ENSG00000280830	
HTD2	109703458	ENSG00000255154	P86397
USP17L10	100287144	ENSG00000231396	
USP17L24	728369	ENSG00000232264	Q0WX57
PALMD	54873	ENSG00000099260	Q9NP74
PALMD	54873	ENSG00000099260	
TCTA	6988	ENSG00000145022	P57738
MTA2	9219	ENSG00000149480	O94776
HSF1	3297	ENSG00000185122	
USP17L24	728369	ENSG00000232264	
HSF1	3297	ENSG00000185122	Q00613
MUC5AC	4586	ENSG00000215182	P98088
USP17L23		ENSG00000250913	D6RBM5
USP17L27	728393	ENSG00000235780	Q0WX57
SFTPA1	653509	ENSG00000122852	
KIAA1324	57535	ENSG00000116299	
MLXIP	22877	ENSG00000175727	Q9HAP2
PEX19	5824	ENSG00000162735	P40855
MLXIP	22877	ENSG00000175727	
CLASP1	23332	ENSG00000074054	
RXRB	6257	ENSG00000227322	P28702
MCCC2	64087	ENSG00000131844	
USP17L12	100287205	ENSG00000227551	C9JPN9
USP17L30	728419	ENSG00000228856	Q0WX57
USP17L19	100287404	ENSG00000248920	D6RCP7
NRAP	4892	ENSG00000197893	Q86VF7
CARHSP1	23589	ENSG00000153048	Q9Y2V2
USP17L19	100287404	ENSG00000248920	
USP17L28	728400	ENSG00000231051	Q0WX57
USP17L26	728379	ENSG00000229579	Q0WX57
RXRB	6257	ENSG00000227322	
PEX19	5824	ENSG00000162735	
HNF4A	3172	ENSG00000101076	P41235
COA1	55744	ENSG00000106603	Q9GZY4
FNBP4	23360	ENSG00000109920	Q8N3X1
CARHSP1	23589	ENSG00000153048	
PRR5-ARHGAP8	553158	ENSG00000248405	
OGDH	4967	ENSG00000105953	
HDAC6	10013	ENSG00000094631	
RHOA	387	ENSG00000067560	P61586
USP17L26	728379	ENSG00000229579	
USP17L18	100287364	ENSG00000250844	D6R9N7
STRBP	55342	ENSG00000165209	
RHOA	387	ENSG00000067560	
HNF4A	3172	ENSG00000101076	
LSMEM1	286006	ENSG00000181016	Q8N8F7
COA1	55744	ENSG00000106603	
CCNB1IP1	57820	ENSG00000100814	Q9NPC3
USP17L18	100287364	ENSG00000250844	
USP17L11	100287178	ENSG00000233136	C9JVI0
KCNK12	56660	ENSG00000184261	Q9HB15
GPLD1	2822	ENSG00000112293	P80108
IFRD1	3475	ENSG00000006652	
NRAP	4892	ENSG00000197893	
USP17L11	100287178	ENSG00000233136	
CCNB1IP1	57820	ENSG00000100814	
USP17L17	100287327	ENSG00000249104	D6RBQ6
MCCC2	64087	ENSG00000131844	Q9HCC0
FNBP4	23360	ENSG00000109920	
NELFE	7936	ENSG00000204356	
RAD51AP1	10635	ENSG00000111247	Q96B01
HSPA8	3312	ENSG00000109971	P11142
USP17L17	100287327	ENSG00000249104	
TRIM68	55128	ENSG00000167333	Q6AZZ1
TRIM68	55128	ENSG00000167333	
NDUFA6	4700	ENSG00000184983	P56556
NDUFA6	4700	ENSG00000184983	
CACNG2	10369	ENSG00000166862	Q9Y698
KRT71	112802	ENSG00000139648	Q3SY84
NES	10763	ENSG00000132688	P48681
JAKMIP3	282973	ENSG00000188385	Q5VZ66
OR51D1	390038	ENSG00000197428	Q8NGF3
TUFT1	7286	ENSG00000143367	Q9NNX1
JAKMIP3	282973	ENSG00000188385	
TUFT1	7286	ENSG00000143367	
HSPA8	3312	ENSG00000109971	
IL15	3600	ENSG00000164136	P40933
IGDCC4	57722	ENSG00000103742	Q8TDY8
OGDH	4967	ENSG00000105953	Q02218
STRBP	55342	ENSG00000165209	Q96SI9
LRRC37A3	374819	ENSG00000275621	
NUTM2B	729262	ENSG00000188199	
OVOL2	58495	ENSG00000125850	Q9BRP0
CRABP2	1382	ENSG00000143320	P29373
NUTM2B	729262	ENSG00000188199	A6NNL0
KIAA1324	57535	ENSG00000116299	Q6UXG2
CRABP2	1382	ENSG00000143320	
IFT57	55081	ENSG00000114446	Q9NWB7
AGTRAP	57085	ENSG00000177674	Q6RW13
IFT57	55081	ENSG00000114446	
DNAJC28	54943	ENSG00000177692	Q9NX36
CRIM1	51232	ENSG00000277354	
ZNRF3	84133	ENSG00000183579	Q9ULT6
DGAT1	8694	ENSG00000185000	O75907
C3AR1	719	ENSG00000171860	Q16581
C3AR1	719	ENSG00000171860	
IFRD1	3475	ENSG00000006652	O00458
AC139677.2	107984156	ENSG00000275949	
DCUN1D1	54165	ENSG00000043093	Q96GG9
LETMD1	25875	ENSG00000050426	
RCC2	55920	ENSG00000179051	Q9P258
DCUN1D1	54165	ENSG00000043093	
C22orf31	25770	ENSG00000100249	O95567
DGAT1	8694	ENSG00000185000	
GU182359.1		ENSG00000273578	
GU182359.5		ENSG00000276425	
FAM120AOS	158293	ENSG00000188938	
ALOX15B	247	ENSG00000179593	O15296
SLC6A15	55117	ENSG00000072041	Q9H2J7
BPIFC	254240	ENSG00000184459	Q8NFQ6
SLC6A15	55117	ENSG00000072041	
BPIFC	254240	ENSG00000184459	
ALOX15B	247	ENSG00000179593	
NCBP2	22916	ENSG00000114503	
FAM120AOS	158293	ENSG00000188938	Q5T036
UBC	7316	ENSG00000150991	P0CG48
UBR3	130507	ENSG00000144357	Q6ZT12
UBC	7316	ENSG00000150991	
NCBP2	22916	ENSG00000114503	P52298
FAM83C	128876	ENSG00000125998	Q9BQN1
AGTRAP	57085	ENSG00000177674	
VPS13D	55187	ENSG00000048707	Q5THJ4
SCN11A	11280	ENSG00000168356	Q9UI33
KIR3DL3	115653	ENSG00000275172	
VPS13D	55187	ENSG00000048707	
ARHGAP8	23779	ENSG00000241484	P85298
DSC3	1825	ENSG00000134762	Q14574
DSC3	1825	ENSG00000134762	
UBR3	130507	ENSG00000144357	
DCAF8	50717	ENSG00000132716	Q5TAQ9
GALNT3	2591	ENSG00000115339	Q14435
GALNT3	2591	ENSG00000115339	
LETMD1	25875	ENSG00000050426	Q6P1Q0
ARHGAP8	23779	ENSG00000241484	
DCAF8	50717	ENSG00000132716	
LRRFIP2	9209	ENSG00000093167	Q9Y608
UROS	7390	ENSG00000188690	
LINC01556		ENSG00000237634	Q5JQF7
PYCR3	65263	ENSG00000276657	
PYCR3	65263	ENSG00000276657	Q53H96
ALDH5A1	7915	ENSG00000112294	P51649
OVCH1	341350	ENSG00000187950	
ALDH5A1	7915	ENSG00000112294	
CCDC14	64770	ENSG00000175455	
PMEL	6490	ENSG00000185664	P40967
OVCH1	341350	ENSG00000187950	Q7RTY7
HERC2	8924	ENSG00000277278	
OR51E1	143503	ENSG00000180785	Q8TCB6
OR51E1	143503	ENSG00000180785	
OR51C1P		ENSG00000197674	
SAMD15	161394	ENSG00000100583	
AKAP6	9472	ENSG00000151320	Q13023
SAMD15	161394	ENSG00000100583	Q9P1V8
OR51E2	81285	ENSG00000167332	Q9H255
FBXO7	25793	ENSG00000100225	Q9Y3I1
AKAP6	9472	ENSG00000151320	
LRRFIP2	9209	ENSG00000093167	
OR51E2	81285	ENSG00000167332	
NRM	11270	ENSG00000137404	
ZKSCAN1	7586	ENSG00000106261	P17029
LENG9	94059	ENSG00000278312	
ZKSCAN1	7586	ENSG00000106261	
TMED8	283578	ENSG00000100580	Q6PL24
FBXO7	25793	ENSG00000100225	
CCDC14	64770	ENSG00000175455	Q49A88
PRDX3	10935	ENSG00000165672	P30048
NRM	11270	ENSG00000137404	Q8IXM6
PMEL	6490	ENSG00000185664	
SNX5	27131	ENSG00000089006	Q9Y5X3
NFIA	4774	ENSG00000162599	
FGF17	8822	ENSG00000158815	O60258
FAM120A	23196	ENSG00000048828	Q9NZB2
APH1B	83464	ENSG00000138613	
FAM120A	23196	ENSG00000048828	
HERC2	8924	ENSG00000128731	O95714
SLC4A4	8671	ENSG00000080493	Q9Y6R1
NPTX2	4885	ENSG00000106236	P47972
NFIA	4774	ENSG00000162599	Q12857
SNX5	27131	ENSG00000089006	
HERC2	8924	ENSG00000128731	
SLC4A4	8671	ENSG00000080493	
KRT74	121391	ENSG00000170484	
KRT74	121391	ENSG00000170484	Q7RTS7
SAR1A	56681	ENSG00000079332	Q9NR31
CLEC2D	29121	ENSG00000069493	
SAR1A	56681	ENSG00000079332	
AP000350.12		ENSG00000281287	
LENG8	114823	ENSG00000276458	Q96PV6
APH1B	83464	ENSG00000138613	Q8WW43
LENG8	114823	ENSG00000276458	
CCDC179	100500938	ENSG00000255359	H3BU77
SNTA1	6640	ENSG00000101400	Q13424
KLC2	64837	ENSG00000174996	
MGME1	92667	ENSG00000125871	Q9BQP7
MGME1	92667	ENSG00000125871	
ZNF385B	151126	ENSG00000144331	
ATP13A3	79572	ENSG00000133657	Q9H7F0
MIF	4282	ENSG00000276701	P14174
GAS1	2619	ENSG00000180447	P54826
SVIP	258010	ENSG00000198168	Q8NHG7
ANKRD30A	91074	ENSG00000148513	
NBPF20	100288142	ENSG00000162825	
CSRP3	8048	ENSG00000129170	P50461
CSRP3	8048	ENSG00000129170	
ANKRD30A	91074	ENSG00000148513	Q9BXX3
ZNF385B	151126	ENSG00000144331	Q569K4
ZSCAN21	7589	ENSG00000166529	Q9Y5A6
ZSCAN21	7589	ENSG00000166529	
NBPF20	100288142	ENSG00000162825	P0DPF2
ATP13A3	79572	ENSG00000133657	
MRS2	57380	ENSG00000124532	Q9HD23
PDGFB	5155	ENSG00000100311	P01127
PDGFB	5155	ENSG00000100311	
MS4A8	83661	ENSG00000166959	Q9BY19
MRS2	57380	ENSG00000124532	
CREB5	9586	ENSG00000146592	Q02930
ZNF311	282890	ENSG00000223687	Q5JNZ3
CDK5RAP2	55755	ENSG00000136861	Q96SN8
GOLGA8F	100132565	ENSG00000276896	
OR2W1	26692	ENSG00000234101	Q9Y3N9
BOLA2B	654483	ENSG00000169627	
MS4A8	83661	ENSG00000166959	
CREB5	9586	ENSG00000146592	
BOLA2B	654483	ENSG00000169627	Q9H3K6
OR2B3	442184	ENSG00000233180	O76000
NUAK1	9891	ENSG00000074590	O60285
PTCH2	8643	ENSG00000117425	
NUAK1	9891	ENSG00000074590	
AIPL1	23746	ENSG00000129221	Q9NZN9
E2F8	79733	ENSG00000129173	A0AVK6
SOX14	8403	ENSG00000168875	O95416
E2F8	79733	ENSG00000129173	
MAP1LC3A	84557	ENSG00000101460	Q9H492
TCP11L2	255394	ENSG00000166046	
SNAPC3	6619	ENSG00000164975	Q92966
TOM1L2	146691	ENSG00000175662	Q6ZVM7
GNAO1	2775	ENSG00000087258	P09471
STMN1	3925	ENSG00000117632	P16949
GNAO1	2775	ENSG00000087258	
FDCSP	260436	ENSG00000181617	Q8NFU4
KREMEN1	83999	ENSG00000183762	Q96MU8
SPATA18	132671	ENSG00000163071	Q8TC71
